Border,Date,Measure,Value,Average
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,19251146,18801434
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicles,7437041,7142224
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,7282299,7729777
US-Mexico Border,10/01/1999 12:00:00 AM,Pedestrians,3678164,3851091
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicles,3146397,3071879
US-Canada Border,10/01/1999 12:00:00 AM,Trucks,601828,562953
US-Canada Border,10/01/1999 12:00:00 AM,Truck Containers Full,469921,436697
US-Canada Border,10/01/1999 12:00:00 AM,Bus Passengers,395282,361074
US-Mexico Border,10/01/1999 12:00:00 AM,Trucks,372892,354821
US-Mexico Border,10/01/1999 12:00:00 AM,Bus Passengers,228388,289900
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Full,189433,183960
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Empty,157207,158512
US-Canada Border,10/01/1999 12:00:00 AM,Rail Containers Full,86405,97106
US-Canada Border,10/01/1999 12:00:00 AM,Truck Containers Empty,78501,69552
US-Canada Border,10/01/1999 12:00:00 AM,Pedestrians,44882,50881
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Empty,28065,19321
US-Canada Border,10/01/1999 12:00:00 AM,Rail Containers Empty,25982,28456
US-Mexico Border,10/01/1999 12:00:00 AM,Buses,23326,22533
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Full,19851,18632
US-Canada Border,10/01/1999 12:00:00 AM,Train Passengers,18458,21173
US-Canada Border,10/01/1999 12:00:00 AM,Buses,15339,15322
US-Canada Border,10/01/1999 12:00:00 AM,Trains,2740,2709
US-Mexico Border,10/01/1999 12:00:00 AM,Train Passengers,1781,1266
US-Mexico Border,10/01/1999 12:00:00 AM,Trains,522,482
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,19491617,18715161
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,8043784,7690526
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicles,7242760,7129657
US-Mexico Border,09/01/1999 12:00:00 AM,Pedestrians,3507606,3894026
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicles,2658824,3123511
US-Canada Border,09/01/1999 12:00:00 AM,Trucks,588700,559735
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Full,440953,436166
US-Mexico Border,09/01/1999 12:00:00 AM,Trucks,349533,355482
US-Mexico Border,09/01/1999 12:00:00 AM,Bus Passengers,271891,292152
US-Canada Border,09/01/1999 12:00:00 AM,Bus Passengers,251876,374723
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Full,190483,183145
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Empty,163415,157900
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Full,89203,98094
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Empty,70329,69455
US-Canada Border,09/01/1999 12:00:00 AM,Pedestrians,52797,50641
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Empty,28174,28491
US-Mexico Border,09/01/1999 12:00:00 AM,Buses,25062,22217
US-Canada Border,09/01/1999 12:00:00 AM,Train Passengers,23570,20873
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Empty,23221,18834
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Full,20741,18369
US-Canada Border,09/01/1999 12:00:00 AM,Buses,18069,14979
US-Canada Border,09/01/1999 12:00:00 AM,Trains,2574,2726
US-Mexico Border,09/01/1999 12:00:00 AM,Train Passengers,1153,1280
US-Mexico Border,09/01/1999 12:00:00 AM,Trains,393,493
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicle Passengers,17265942,18922192
US-Canada Border,08/01/1999 12:00:00 AM,Personal Vehicle Passengers,10392383,7304546
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicles,7466493,7081538
US-Canada Border,08/01/1999 12:00:00 AM,Personal Vehicles,4094235,2984837
US-Mexico Border,08/01/1999 12:00:00 AM,Pedestrians,3719253,3918994
US-Canada Border,08/01/1999 12:00:00 AM,Trucks,597314,554366
US-Canada Border,08/01/1999 12:00:00 AM,Bus Passengers,519084,354101
US-Canada Border,08/01/1999 12:00:00 AM,Truck Containers Full,445973,434765
US-Mexico Border,08/01/1999 12:00:00 AM,Trucks,343277,357226
US-Mexico Border,08/01/1999 12:00:00 AM,Bus Passengers,296026,291598
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Full,184626,182933
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Empty,162835,157195
US-Canada Border,08/01/1999 12:00:00 AM,Rail Containers Full,102915,97406
US-Canada Border,08/01/1999 12:00:00 AM,Pedestrians,80044,46441
US-Canada Border,08/01/1999 12:00:00 AM,Truck Containers Empty,76687,68422
US-Canada Border,08/01/1999 12:00:00 AM,Train Passengers,33745,19035
US-Canada Border,08/01/1999 12:00:00 AM,Rail Containers Empty,28499,28490
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Empty,24015,18094
US-Mexico Border,08/01/1999 12:00:00 AM,Buses,23322,22060
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Full,20350,18086
US-Canada Border,08/01/1999 12:00:00 AM,Buses,17519,14616
US-Canada Border,08/01/1999 12:00:00 AM,Trains,2805,2714
US-Mexico Border,08/01/1999 12:00:00 AM,Train Passengers,839,1343
US-Mexico Border,08/01/1999 12:00:00 AM,Trains,504,491
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicle Passengers,17567600,19147958
US-Canada Border,07/01/1999 12:00:00 AM,Personal Vehicle Passengers,10044309,6847919
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicles,7612482,6993047
US-Canada Border,07/01/1999 12:00:00 AM,Personal Vehicles,4212728,2780188
US-Mexico Border,07/01/1999 12:00:00 AM,Pedestrians,3642135,3965137
US-Canada Border,07/01/1999 12:00:00 AM,Bus Passengers,544375,322388
US-Canada Border,07/01/1999 12:00:00 AM,Trucks,517142,560570
US-Canada Border,07/01/1999 12:00:00 AM,Truck Containers Full,381973,443563
US-Mexico Border,07/01/1999 12:00:00 AM,Trucks,357906,357113
US-Mexico Border,07/01/1999 12:00:00 AM,Bus Passengers,317179,287335
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Full,190223,181718
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Empty,173056,154551
US-Canada Border,07/01/1999 12:00:00 AM,Rail Containers Full,80503,100223
US-Canada Border,07/01/1999 12:00:00 AM,Pedestrians,80203,40814
US-Canada Border,07/01/1999 12:00:00 AM,Truck Containers Empty,66373,68763
US-Canada Border,07/01/1999 12:00:00 AM,Train Passengers,31441,16967
US-Canada Border,07/01/1999 12:00:00 AM,Rail Containers Empty,27410,28670
US-Mexico Border,07/01/1999 12:00:00 AM,Buses,26025,21399
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Empty,22215,17407
US-Canada Border,07/01/1999 12:00:00 AM,Buses,22115,13367
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Full,19151,17909
US-Canada Border,07/01/1999 12:00:00 AM,Trains,2706,2716
US-Mexico Border,07/01/1999 12:00:00 AM,Train Passengers,1206,1366
US-Mexico Border,07/01/1999 12:00:00 AM,Trains,494,491
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,19869933,19003563
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,8311839,6555135
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicles,7497080,6892241
US-Mexico Border,06/01/1999 12:00:00 AM,Pedestrians,3529069,4052351
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicles,3406953,2654835
US-Canada Border,06/01/1999 12:00:00 AM,Trucks,595553,553574
US-Canada Border,06/01/1999 12:00:00 AM,Bus Passengers,475334,291799
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Full,464151,439446
US-Mexico Border,06/01/1999 12:00:00 AM,Trucks,378460,352843
US-Mexico Border,06/01/1999 12:00:00 AM,Bus Passengers,305341,283734
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Full,199046,178253
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Empty,163045,152852
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Full,86361,102996
US-Canada Border,06/01/1999 12:00:00 AM,Pedestrians,81053,32766
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Empty,74513,67613
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Empty,28958,28613
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Empty,21478,16593
US-Mexico Border,06/01/1999 12:00:00 AM,Buses,20649,21549
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Full,19707,17549
US-Canada Border,06/01/1999 12:00:00 AM,Buses,19284,12183
US-Canada Border,06/01/1999 12:00:00 AM,Train Passengers,18309,16699
US-Canada Border,06/01/1999 12:00:00 AM,Trains,2731,2713
US-Mexico Border,06/01/1999 12:00:00 AM,Train Passengers,1466,1346
US-Mexico Border,06/01/1999 12:00:00 AM,Trains,516,486
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,20591322,18606623
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,9047087,5932147
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicles,6372580,7022156
US-Mexico Border,05/01/1999 12:00:00 AM,Pedestrians,3401192,4215141
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicles,3197276,2519225
US-Canada Border,05/01/1999 12:00:00 AM,Trucks,571206,549166
US-Canada Border,05/01/1999 12:00:00 AM,Bus Passengers,469707,247322
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Full,463935,433324
US-Mexico Border,05/01/1999 12:00:00 AM,Trucks,333367,357713
US-Mexico Border,05/01/1999 12:00:00 AM,Bus Passengers,302543,279031
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Full,194957,174077
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Empty,155326,152234
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Full,108762,101554
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Empty,68854,67303
US-Canada Border,05/01/1999 12:00:00 AM,Pedestrians,68431,23850
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Empty,31185,27970
US-Canada Border,05/01/1999 12:00:00 AM,Train Passengers,20959,15634
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Full,20911,16709
US-Mexico Border,05/01/1999 12:00:00 AM,Buses,19683,22016
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Empty,18121,16211
US-Canada Border,05/01/1999 12:00:00 AM,Buses,18054,10716
US-Canada Border,05/01/1999 12:00:00 AM,Trains,2625,2735
US-Mexico Border,05/01/1999 12:00:00 AM,Train Passengers,1732,1249
US-Mexico Border,05/01/1999 12:00:00 AM,Trains,512,480
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,19554148,18290782
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicles,7171603,6972341
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,6360549,5789347
US-Mexico Border,04/01/1999 12:00:00 AM,Pedestrians,4011699,4282955
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicles,2733366,2447845
US-Canada Border,04/01/1999 12:00:00 AM,Trucks,566747,543306
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Full,434152,433048
US-Mexico Border,04/01/1999 12:00:00 AM,Trucks,365208,355214
US-Canada Border,04/01/1999 12:00:00 AM,Bus Passengers,342981,215436
US-Mexico Border,04/01/1999 12:00:00 AM,Bus Passengers,230411,295238
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Empty,159246,149897
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Full,146868,183147
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Full,103082,101045
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Empty,67229,67328
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Empty,29988,27297
US-Canada Border,04/01/1999 12:00:00 AM,Pedestrians,26423,22993
US-Mexico Border,04/01/1999 12:00:00 AM,Buses,20048,22672
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Full,18192,16214
US-Canada Border,04/01/1999 12:00:00 AM,Train Passengers,17837,14900
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Empty,15118,16576
US-Canada Border,04/01/1999 12:00:00 AM,Buses,13294,9856
US-Canada Border,04/01/1999 12:00:00 AM,Trains,2795,2715
US-Mexico Border,04/01/1999 12:00:00 AM,Train Passengers,1219,1259
US-Mexico Border,04/01/1999 12:00:00 AM,Trains,446,491
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,20653939,17109204
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicles,7295046,6810989
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,6327011,5520515
US-Mexico Border,03/01/1999 12:00:00 AM,Pedestrians,4161370,4343748
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicles,2699308,2322114
US-Canada Border,03/01/1999 12:00:00 AM,Trucks,594737,517591
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Full,489481,404831
US-Mexico Border,03/01/1999 12:00:00 AM,Trucks,407960,328842
US-Mexico Border,03/01/1999 12:00:00 AM,Bus Passengers,304939,290388
US-Canada Border,03/01/1999 12:00:00 AM,Bus Passengers,234452,205929
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Full,219800,164821
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Empty,178235,135728
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Full,106008,98564
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Empty,73503,64241
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Empty,29515,26189
US-Mexico Border,03/01/1999 12:00:00 AM,Buses,24307,21854
US-Canada Border,03/01/1999 12:00:00 AM,Pedestrians,22894,23043
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Empty,18940,15394
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Full,18701,14971
US-Canada Border,03/01/1999 12:00:00 AM,Train Passengers,15255,14722
US-Canada Border,03/01/1999 12:00:00 AM,Buses,10585,9492
US-Canada Border,03/01/1999 12:00:00 AM,Trains,2720,2713
US-Mexico Border,03/01/1999 12:00:00 AM,Train Passengers,1768,1005
US-Mexico Border,03/01/1999 12:00:00 AM,Trains,521,477
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,14563653,19654755
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicles,6709102,6912876
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,5698857,5342174
US-Mexico Border,02/01/1999 12:00:00 AM,Pedestrians,4169156,4518340
US-Canada Border,02/01/1999 12:00:00 AM,Personal Vehicles,2395955,2248274
US-Canada Border,02/01/1999 12:00:00 AM,Trucks,514546,520636
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Full,422340,387323
US-Mexico Border,02/01/1999 12:00:00 AM,Trucks,338269,319415
US-Mexico Border,02/01/1999 12:00:00 AM,Bus Passengers,279090,301687
US-Canada Border,02/01/1999 12:00:00 AM,Bus Passengers,223511,188347
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Full,157624,172018
US-Mexico Border,02/01/1999 12:00:00 AM,Truck Containers Empty,135290,136167
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Full,99877,97251
US-Canada Border,02/01/1999 12:00:00 AM,Truck Containers Empty,62998,65484
US-Canada Border,02/01/1999 12:00:00 AM,Rail Containers Empty,28366,24012
US-Canada Border,02/01/1999 12:00:00 AM,Pedestrians,24990,21096
US-Mexico Border,02/01/1999 12:00:00 AM,Buses,21208,22501
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Full,16394,13549
US-Canada Border,02/01/1999 12:00:00 AM,Train Passengers,13958,15487
US-Mexico Border,02/01/1999 12:00:00 AM,Rail Containers Empty,13720,17068
US-Canada Border,02/01/1999 12:00:00 AM,Buses,10143,8842
US-Canada Border,02/01/1999 12:00:00 AM,Trains,2713,2713
US-Mexico Border,02/01/1999 12:00:00 AM,Train Passengers,880,1131
US-Mexico Border,02/01/1999 12:00:00 AM,Trains,476,478
US-Mexico Border,01/01/1999 12:00:00 AM,Personal Vehicle Passengers,19654755,0
US-Mexico Border,01/01/1999 12:00:00 AM,Personal Vehicles,6912876,0
US-Canada Border,01/01/1999 12:00:00 AM,Personal Vehicle Passengers,5342174,0
US-Mexico Border,01/01/1999 12:00:00 AM,Pedestrians,4518340,0
US-Canada Border,01/01/1999 12:00:00 AM,Personal Vehicles,2248274,0
US-Canada Border,01/01/1999 12:00:00 AM,Trucks,520636,0
US-Canada Border,01/01/1999 12:00:00 AM,Truck Containers Full,387323,0
US-Mexico Border,01/01/1999 12:00:00 AM,Trucks,319415,0
US-Mexico Border,01/01/1999 12:00:00 AM,Bus Passengers,301687,0
US-Canada Border,01/01/1999 12:00:00 AM,Bus Passengers,188347,0
US-Mexico Border,01/01/1999 12:00:00 AM,Truck Containers Full,172018,0
US-Mexico Border,01/01/1999 12:00:00 AM,Truck Containers Empty,136167,0
US-Canada Border,01/01/1999 12:00:00 AM,Rail Containers Full,97251,0
US-Canada Border,01/01/1999 12:00:00 AM,Truck Containers Empty,65484,0
US-Canada Border,01/01/1999 12:00:00 AM,Rail Containers Empty,24012,0
US-Mexico Border,01/01/1999 12:00:00 AM,Buses,22501,0
US-Canada Border,01/01/1999 12:00:00 AM,Pedestrians,21096,0
US-Mexico Border,01/01/1999 12:00:00 AM,Rail Containers Empty,17068,0
US-Canada Border,01/01/1999 12:00:00 AM,Train Passengers,15487,0
US-Mexico Border,01/01/1999 12:00:00 AM,Rail Containers Full,13549,0
US-Canada Border,01/01/1999 12:00:00 AM,Buses,8842,0
US-Canada Border,01/01/1999 12:00:00 AM,Trains,2713,0
US-Mexico Border,01/01/1999 12:00:00 AM,Train Passengers,1131,0
US-Mexico Border,01/01/1999 12:00:00 AM,Trains,478,0
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,16062703,18265837
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicles,7189496,6606284
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,5852706,7409741
US-Mexico Border,12/01/1998 12:00:00 AM,Pedestrians,4674962,3475253
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicles,2544584,3081626
US-Canada Border,12/01/1998 12:00:00 AM,Trucks,490362,521705
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Full,387297,344664
US-Mexico Border,12/01/1998 12:00:00 AM,Trucks,326481,317115
US-Mexico Border,12/01/1998 12:00:00 AM,Bus Passengers,263141,300608
US-Canada Border,12/01/1998 12:00:00 AM,Bus Passengers,210168,335836
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Full,156786,161622
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Empty,145695,131497
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Full,85654,73811
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Empty,60402,56393
US-Canada Border,12/01/1998 12:00:00 AM,Pedestrians,38363,50897
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Empty,24874,25073
US-Mexico Border,12/01/1998 12:00:00 AM,Buses,23193,19491
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Empty,18045,16998
US-Canada Border,12/01/1998 12:00:00 AM,Train Passengers,16657,20522
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Full,16316,13113
US-Canada Border,12/01/1998 12:00:00 AM,Buses,10391,14698
US-Canada Border,12/01/1998 12:00:00 AM,Trains,2592,2951
US-Mexico Border,12/01/1998 12:00:00 AM,Train Passengers,1080,1052
US-Mexico Border,12/01/1998 12:00:00 AM,Trains,436,449
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,18252193,18267202
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicles,6857950,6581118
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,6138864,7536829
US-Mexico Border,11/01/1998 12:00:00 AM,Pedestrians,3650835,3457695
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicles,2660065,3123782
US-Canada Border,11/01/1998 12:00:00 AM,Trucks,526100,521266
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Full,393756,339754
US-Mexico Border,11/01/1998 12:00:00 AM,Trucks,325020,316324
US-Canada Border,11/01/1998 12:00:00 AM,Bus Passengers,296282,339791
US-Mexico Border,11/01/1998 12:00:00 AM,Bus Passengers,273317,303337
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Full,172353,160549
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Empty,153013,129345
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Full,82589,72934
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Empty,60805,55951
US-Canada Border,11/01/1998 12:00:00 AM,Pedestrians,33591,52627
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Empty,25904,24990
US-Mexico Border,11/01/1998 12:00:00 AM,Buses,21584,19281
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Empty,19244,16774
US-Canada Border,11/01/1998 12:00:00 AM,Train Passengers,15182,21056
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Full,14353,12989
US-Canada Border,11/01/1998 12:00:00 AM,Buses,11614,15006
US-Canada Border,11/01/1998 12:00:00 AM,Trains,2630,2983
US-Mexico Border,11/01/1998 12:00:00 AM,Train Passengers,1673,990
US-Mexico Border,11/01/1998 12:00:00 AM,Trains,496,444
US-Mexico Border,10/01/1998 12:00:00 AM,Personal Vehicle Passengers,19098050,18174886
